Past Convo,Tutor Response,Tutor Action,Prep,Color,Obj
"Tutor: Please try to fill in the blank in Italian.  Student: e si cima ell yellow table Tutor: Hmm...  ""is on top of the"" is  ""e in cima al"" Student: e in cima al and yellow table Tutor: Okay, I'll give you a hint.  ""table"" is  ""tavolo"" Student: e in cima al tavolo yeller",Remember that the word for yellow is 'gialla'. ,"[False, True, False, False, False]",e in cima al,giallo,tavolo
"Tutor: ""Plant"" is ""pianta"". Please try to fill in the blank in Italian.  Student: Hello? Tutor: alla (""to the"") is used when the following word (pianta) is feminine and a singular object.  It is a contraction of a (""to"") and la (""the""). When the following word begins with a vowel, this is shortened to all' and prepended to the word. Student: il coniglio alla pianta verde", Be sure to include 'e vicino' for 'next too. The rest is perfect! ,"[False, True, True, False, False]",e vicino alla,verde,pianta
"Tutor: ""Is Inside Of The"" is ""e dentro la"". Please try to fill in the blank in Italian.  Student: How do you say blue box in Italian?","Blue is very similar to English, just remove the 'e'. Also, box in Italian is 'scatola'. ","[False, True, True, False, False]",e dentro la,blu,scatola
Tutor: Please try to fill in the blank in Italian.  Student: What is the word for yellow?,"The word for ""yellow"" is ""gialla."" ","[False, True, False, False, False]",e dietro la,gialla,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: How do you say blue? Tutor: OK,  ""blue"" is ""blu"" Student: how do you say ""is under the""? Tutor: Almost. Here's a hint.  The word for ""blue"" is ""blu"". Student: la panna l'alburo blu? Tutor: Remember that  ""is under the"" is  ""e sotto"" Student: and how do you day tree?","The word for ""tree"" is ""l'albero"".","[False, True, False, False, False]",e sotto,blu,l'albero
"Tutor: Please try to fill in the blank in Italian.  Student: e si cima ell yellow table Tutor: Hmm...  ""is on top of the"" is  ""e in cima al"" Student: e in cima al and yellow table Tutor: Okay, I'll give you a hint.  ""table"" is  ""tavolo"" Student: e in cima al tavolo yeller",Not quite. What is on top of the table? ,"[True, False, False, False, False]",e in cima al,giallo,tavolo
"Tutor: ""Plant"" is ""pianta"". Please try to fill in the blank in Italian.  Student: Hello? Tutor: alla (""to the"") is used when the following word (pianta) is feminine and a singular object.  It is a contraction of a (""to"") and la (""the""). When the following word begins with a vowel, this is shortened to all' and prepended to the word. Student: il coniglio alla pianta verde","So close! Do you know how to say ""is next to the""?","[True, False, False, False, False]",e vicino alla,verde,pianta
"Tutor: ""Is Inside Of The"" is ""e dentro la"". Please try to fill in the blank in Italian.  Student: How do you say blue box in Italian?","""Blue box"" would be ""scatola blu"".","[False, True, False, False, False]",e dentro la,blu,scatola
Tutor: Please try to fill in the blank in Italian.  Student: e in unda da pinka tavolo,Thanks for your response. now just focus on the part where the expression 'is under the' is said :  e sotto il and the color pink is written  rosa.,"[False, True, False, True, False]",e sotto il,rosa,tavolo
"Tutor: ""Box"" is ""scatola"". Please try to fill in the blank in Italian.  Student: il cane es en scatola","Good you used the right word for box. but the word you need to focus on is 'is inside of the'  use 'e dentro la'.
 Please try to fill in the blank in Italian. ","[False, True, False, True, False]",e dentro la,rossa,scatola
"Tutor: ""Is In Front Of The"" is ""e di fronte alla"". Please try to fill in the blank in Italian.  Student: OK, and how is it called the blue box? Tutor: Okay, I'll give you a hint.  ""box"" is  ""scatola"" Student: I remember that word, but I don't know the word for blue!? Tutor: Hmm...  ""blue"" is ""blu"" Student: Yes, I remember learning that!","
Then please type in the Italian  'blue box'.","[False, False, False, False, True]",e di fronte alla,blu,scatola
"Tutor: ""Pink"" is ""rosa"". Please try to fill in the blank in Italian.  Student: How do you say box in Italian? Tutor: Hmm...  ""box"" is  ""scatola"" Student: Got it thanks. I forgot how to say ""is in front of"" in Italian.",Now use 'e di fronte alla ' for in front of and fill in the whole question.,"[False, True, False, False, False]",e di fronte alla,rosa,scatola
"Tutor: ""Is In Front Of The"" is ""e di fronte alla"". Please try to fill in the blank in Italian.  Student: How do you say pink box/ Tutor: Hmm...  ""is in front of the"" is ""e di fronte alla"" Student: is it ill gatto? Tutor: Well,  ""box"" is  ""scatola"" Student: How do you say ""in front of?
 Tutor: alla (""to the"") is used when the following word (scatola) is feminine and a singular object.  It is a contraction of a (""to"") and la (""the""). When the following word begins with a vowel, this is shortened to all' and prepended to the word. Student: Is it il gatto all pink scatola?",Keep working now. on the end of the sentence. You got box correct now write the color after the box at the end of the sentence.  Please try to fill in the blank in Italian. ,"[False, True, True, False, False]",e di fronte alla,rosa,scatola
Tutor: Please try to fill in the blank in Italian.  Student: e in unda da pinka tavolo,Pink is rosa. Say pink table in Italian.,"[False, True, True, False, False]",e sotto il,rosa,tavolo
"Tutor: ""Box"" is ""scatola"". Please try to fill in the blank in Italian.  Student: il cane es en scatola",Is inside of the is actually e dentro la. How do you say red?,"[True, True, True, False, False]",e dentro la,rossa,scatola
"Tutor: ""Is In Front Of The"" is ""e di fronte alla"". Please try to fill in the blank in Italian.  Student: OK, and how is it called the blue box? Tutor: Okay, I'll give you a hint.  ""box"" is  ""scatola"" Student: I remember that word, but I don't know the word for blue!? Tutor: Hmm...  ""blue"" is ""blu"" Student: Yes, I remember learning that!",Ok try to put it together. Does blu go before or after scatola?,"[True, False, False, False, False]",e di fronte alla,blu,scatola
"Tutor: ""Pink"" is ""rosa"". Please try to fill in the blank in Italian.  Student: How do you say box in Italian? Tutor: Hmm...  ""box"" is  ""scatola"" Student: Got it thanks. I forgot how to say ""is in front of"" in Italian.",E di fronte alla. How do you put it together?,"[True, True, False, False, False]",e di fronte alla,rosa,scatola
"Tutor: ""Is In Front Of The"" is ""e di fronte alla"". Please try to fill in the blank in Italian.  Student: How do you say pink box/ Tutor: Hmm...  ""is in front of the"" is ""e di fronte alla"" Student: is it ill gatto? Tutor: Well,  ""box"" is  ""scatola"" Student: How do you say ""in front of?
 Tutor: alla (""to the"") is used when the following word (scatola) is feminine and a singular object.  It is a contraction of a (""to"") and la (""the""). When the following word begins with a vowel, this is shortened to all' and prepended to the word. Student: Is it il gatto all pink scatola?",No. Pink is rossa. Remember how to use your prepositional phrases?,"[True, True, True, False, False]",e di fronte alla,rosa,scatola
Tutor: Please try to fill in the blank in Italian.  Student: e in unda da pinka tavolo,"You need ""e sotto il"" in order to say ""is under the"". Can you fix the word for pink? I'll give you a hint, it looks like 'rose'.","[True, True, True, False, False]",e sotto il,rosa,tavolo
"Tutor: ""Box"" is ""scatola"". Please try to fill in the blank in Italian.  Student: il cane es en scatola",What color is the box?,"[True, False, False, False, False]",e dentro la,rossa,scatola
"Tutor: ""Is In Front Of The"" is ""e di fronte alla"". Please try to fill in the blank in Italian.  Student: OK, and how is it called the blue box? Tutor: Okay, I'll give you a hint.  ""box"" is  ""scatola"" Student: I remember that word, but I don't know the word for blue!? Tutor: Hmm...  ""blue"" is ""blu"" Student: Yes, I remember learning that!",Good! Can you try the sentence again in the correct order?,"[True, False, False, False, False]",e di fronte alla,blu,scatola
"Tutor: ""Pink"" is ""rosa"". Please try to fill in the blank in Italian.  Student: How do you say box in Italian? Tutor: Hmm...  ""box"" is  ""scatola"" Student: Got it thanks. I forgot how to say ""is in front of"" in Italian.","In front of is ""e di fronte alla"". ","[False, True, False, False, False]",e di fronte alla,rosa,scatola
"Tutor: ""Is In Front Of The"" is ""e di fronte alla"". Please try to fill in the blank in Italian.  Student: How do you say pink box/ Tutor: Hmm...  ""is in front of the"" is ""e di fronte alla"" Student: is it ill gatto? Tutor: Well,  ""box"" is  ""scatola"" Student: How do you say ""in front of?
 Tutor: alla (""to the"") is used when the following word (scatola) is feminine and a singular object.  It is a contraction of a (""to"") and la (""the""). When the following word begins with a vowel, this is shortened to all' and prepended to the word. Student: Is it il gatto all pink scatola?","Correct the word for pink. I'll give you a hint, it looks like 'rose'. Also, the color needs to come after the noun it modifies. ","[False, True, True, False, False]",e di fronte alla,rosa,scatola
"Tutor: Please try to fill in the blank in Italian.  Student: coniglio e di toppe il purpe bedde Tutor: Okay, I'll give you a hint.  ""is on top of the"" is  ""e in cima al"" Student: e in cima al purpe bedde","Well, the word for ""bed"" is ""letto"".","[False, True, False, False, False]",e in cima al,viola,letto
Tutor: Please try to fill in the blank in Italian.  Student: how do you say bed,"The word for ""bed"" is ""letto"".","[False, True, False, False, False]",e dietro il,rosso,letto
"Tutor: Please try to fill in the blank in Italian.  Student: What is is next to? Tutor: Almost. Here's a hint.  The word for ""purple"" is ""viola"". Student: par de mesa viola","Ok, the word for ""table"" is ""tavolo"".","[False, True, False, False, False]",e accanto al,viola,tavolo
"Tutor: ""Pink"" is ""rosa"". Please try to fill in the blank in Italian.  Student: How do you say box in Italian? Tutor: Hmm...  ""box"" is  ""scatola"" Student: Got it thanks. I forgot how to say ""is in front of"" in Italian. Tutor: ['alla (""to the"") is used when the following word (scatola) is feminine and a singular object.  It is a contraction of a (""to"") and la (""the""). When the following word begins with a vowel, this is shortened to all\' and prepended to the word.', 'Words in Italian have a gender associated with them (either masculine or feminine), even when the word is an object, concepts, or abstract ideas.  '] Student: Is it ""la borsa alla scatola rosa""?","Remember, ""is in front of the"" is ""e di fronte alla"".","[False, True, False, False, False]",e di fronte alla,rosa,scatola
"Tutor: ""Red"" is ""rosso"". Please try to fill in the blank in Italian.  Student: red is rosso Tutor: Okay, I'll give you a hint.  ""is in front of the"" is  ""e di fronte"" Student: e di fronte",That's right. Now can you put the sentence together in Italian?,"[True, False, False, True, False]",e di fronte,rosso,all'albero
"Tutor: Please try to fill in the blank in Italian.  Student: coniglio e di toppe il purpe bedde Tutor: Okay, I'll give you a hint.  ""is on top of the"" is  ""e in cima al"" Student: e in cima al purpe bedde",Remember that bed is letto in Italian.,"[False, True, False, False, False]",e in cima al,viola,letto
